Body,Transmission,Fuel,Brand,Model,Price,Color,Length,Width,Height,Wheel Base,Gear Box,Seats,Cargo Volume,Max Torque At
muv,manual,diesel,tata,tata hexa,695000,silver,4788.0,1900.0,1785.0,2850.0,6 speed,7.0,128.0,2125.0
hatchback,automatic,petrol,hyundai,hyundai grand i10 nios,600000,polar white,3805.0,1680.0,1520.0,2450.0,5 speed,5.0,128.0,4000.0
hatchback,manual,petrol,maruti,maruti alto 800,240000,silky silver,3430.0,1490.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
sedan,manual,diesel,tata,tata indigo,150000,white,3988.0,1620.0,1540.0,2450.0,5 speed,5.0,380.0,2400.0
hatchback,manual,petrol,maruti,maruti a-star,125000,silky silver,3500.0,1600.0,1490.0,2360.0,5 speed,5.0,380.0,3500.0
suv,automatic,diesel,tata,tata nexon,900000,etna orange,3994.0,1811.0,1607.0,2498.0,6 speed,5.0,350.0,2125.0
hatchback,manual,petrol,hyundai,hyundai i20,440000,pristine blue,3985.0,1734.0,1505.0,2570.0,5 speed,5.0,295.0,4000.0
sedan,manual,diesel,tata,tata indigo,106394,white,3988.0,1620.0,1540.0,2450.0,5 speed,5.0,380.0,2400.0
suv,automatic,diesel,tata,tata nexon,1120000,calgary white,3993.0,1811.0,1606.0,2498.0,6 speed,5.0,350.0,2125.0
sedan,manual,petrol,tata,tata tigor,409881,espresso brown,3992.0,1677.0,1537.0,2450.0,5 speed,5.0,419.0,3500.0
suv,manual,diesel,tata,tata new safari,1800000,royal blue,4661.0,1894.0,1786.0,2741.0,6 speed,7.0,73.0,2125.0
suv,manual,diesel,toyota,toyota fortuner,950000,super white,4705.0,1840.0,1850.0,2750.0,5 speed,7.0,296.0,2400.0
hatchback,manual,petrol,hyundai,hyundai i10,143463,golden,3585.0,1595.0,1550.0,2380.0,5 speed,5.0,296.0,4000.0
hatchback,manual,petrol,hyundai,hyundai i10,200000,white,3585.0,1595.0,1550.0,2380.0,5 speed,5.0,296.0,4000.0
muv,manual,petrol,maruti,maruti xl6,1301000,white,4445.0,1775.0,1755.0,2740.0,5 speed,6.0,209.0,4400.0
suv,manual,diesel,mahindra,mahindra xuv500,734000,white,4585.0,1890.0,1785.0,2700.0,6 speed,7.0,720.0,2200.0
sedan,manual,diesel,maruti,maruti swift dzire,350000,grey,3995.0,1695.0,1555.0,2430.0,5 speed,5.0,320.0,2000.0
sedan,manual,petrol,maruti,maruti swift dzire,207437,pearl met. arctic white,4160.0,1690.0,1530.0,2390.0,5 speed,5.0,464.0,4000.0
hatchback,automatic,petrol,maruti,maruti swift,650000,magma grey,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,4200.0
suv,manual,diesel,hyundai,hyundai creta,950000,white,4270.0,1780.0,1630.0,2590.0,6 speed,5.0,400.0,2125.0
hatchback,manual,petrol,hyundai,hyundai i10,147701,black,3585.0,1595.0,1550.0,2380.0,5 speed,5.0,400.0,4000.0
hatchback,manual,petrol,hyundai,hyundai santro xing,126364,noble white,3565.0,1525.0,1590.0,2380.0,5 speed,5.0,218.0,3000.0
suv,manual,petrol,tata,tata nexon,850000,daytona grey,3993.0,1811.0,1606.0,2498.0,6 speed,5.0,350.0,2875.0
sedan,manual,petrol,honda,honda city,275000,tafeta white,4420.0,1695.0,1480.0,2550.0,5 speed,5.0,506.0,2875.0
sedan,manual,petrol,maruti,maruti sx4,150000,silver,4490.0,1735.0,1560.0,2500.0,5 speed,5.0,505.0,4100.0
hatchback,manual,petrol,tata,tata altroz,650000,downtown red,3990.0,1755.0,1523.0,2501.0,5 speed,5.0,345.0,3300.0
sedan,manual,petrol,hyundai,hyundai xcent,400000,twilight blue,3995.0,1660.0,1520.0,2425.0,5 speed,5.0,407.0,4000.0
suv,manual,diesel,mahindra,mahindra thar,587000,black,3920.0,1710.0,1930.0,2430.0,5 speed,7.0,407.0,1900.0
suv,manual,diesel,tata,tata harrier,1906000,white,4598.0,1894.0,1706.0,2741.0,6 speed,5.0,425.0,2125.0
suv,manual,diesel,tata,tata nexon,627000,white,3994.0,1811.0,1607.0,2498.0,6 speed,5.0,350.0,2125.0
suv,manual,petrol,honda,honda wr-v,788000,black,3999.0,1734.0,1601.0,2555.0,5 speed,5.0,363.0,4800.0
sedan,automatic,petrol,toyota,toyota yaris,809000,white,4425.0,1730.0,1495.0,2550.0,7 speed,5.0,476.0,4200.0
sedan,manual,petrol,honda,honda city,930000,silver,4440.0,1695.0,1495.0,2600.0,5 speed,5.0,510.0,4600.0
suv,manual,diesel,toyota,toyota fortuner,1750000,pearl white,4705.0,1840.0,1850.0,2750.0,5 speed,7.0,296.0,2400.0
hatchback,manual,petrol,hyundai,hyundai i10,110000,red,3585.0,1595.0,1550.0,2380.0,5 speed,5.0,296.0,4000.0
suv,manual,diesel,mahindra,mahindra xuv300,850000,green,3995.0,1821.0,1627.0,2600.0,6 speed,5.0,259.0,2000.0
suv,manual,diesel,tata,tata harrier,1500000,calisto copper,4598.0,1894.0,1706.0,2741.0,6 speed,5.0,425.0,2125.0
sedan,manual,diesel,ford,ford fiesta,90000,silver,4282.0,1686.0,1468.0,2486.0,5 speed,5.0,430.0,2125.0
suv,manual,diesel,mahindra,mahindra scorpio,550000,white,4430.0,1817.0,1975.0,2680.0,6 speed,7.0,460.0,2300.0
hatchback,manual,diesel,hyundai,hyundai i20,275000,crystal white,3940.0,1710.0,1505.0,2525.0,5 speed,5.0,460.0,2300.0
hatchback,manual,petrol,maruti,maruti celerio,701000,white,3695.0,1655.0,1555.0,2435.0,5 speed,5.0,313.0,3500.0
hatchback,manual,petrol,maruti,maruti swift,573000,blue,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,4200.0
hatchback,manual,petrol,maruti,maruti alto k10,335000,black,3545.0,1515.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
hatchback,manual,petrol,maruti,maruti wagon r,510000,brown,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,4200.0
hatchback,manual,petrol,maruti,maruti s-presso,462000,red,3565.0,1520.0,1567.0,2380.0,5 speed,5.0,341.0,3500.0
hatchback,manual,petrol,hyundai,hyundai grand i10,578000,white,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,4000.0
hatchback,automatic,petrol,hyundai,hyundai grand i10 nios,740000,white,3805.0,1680.0,1520.0,2450.0,5 speed,5.0,256.0,4000.0
hatchback,manual,petrol,hyundai,hyundai i20,200000,silver,3940.0,1710.0,1505.0,2525.0,5 speed,5.0,295.0,4000.0
hatchback,manual,petrol,hyundai,hyundai grand i10,455000,grey,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,4000.0
hatchback,manual,petrol,maruti,maruti baleno,767000,white,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,4200.0
sedan,manual,petrol,hyundai,hyundai verna,1038000,black,4440.0,1729.0,1475.0,2600.0,6 speed,5.0,339.0,4500.0
hatchback,manual,petrol,maruti,maruti baleno,525000,silver,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,4000.0
hatchback,manual,petrol,hyundai,hyundai grand i10 nios,644000,black,3805.0,1680.0,1520.0,2450.0,5 speed,5.0,339.0,4000.0
hatchback,manual,petrol,hyundai,hyundai grand i10,476000,silver,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,4000.0
hatchback,manual,diesel,maruti,maruti swift,654000,white,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,2000.0
hatchback,manual,petrol,maruti,maruti ignis,440000,white,3700.0,1690.0,1595.0,2435.0,5 speed,5.0,260.0,4200.0
suv,manual,diesel,maruti,maruti sx4 s cross,671000,black,4300.0,1785.0,1595.0,2600.0,5 speed,5.0,353.0,1750.0
hatchback,manual,petrol,hyundai,hyundai i10,140000,golden,3585.0,1595.0,1550.0,2380.0,5 speed,5.0,353.0,4000.0
suv,manual,diesel,mahindra,mahindra xuv500,1200000,white,4585.0,1890.0,1785.0,2700.0,6 speed,7.0,353.0,2275.0
hatchback,manual,diesel,hyundai,hyundai i20,135000,white,3940.0,1710.0,1505.0,2525.0,6 speed,5.0,339.0,2000.0
suv,automatic,diesel,ford,ford endeavour,3175000,white,4892.0,1860.0,1837.0,2850.0,6 speed,7.0,339.0,2125.0
hatchback,manual,petrol,hyundai,hyundai i10,225000,star dust,3585.0,1595.0,1550.0,2380.0,5 speed,5.0,225.0,4500.0
suv,manual,diesel,tata,tata nexon,1000000,etna orange,3994.0,1811.0,1607.0,2498.0,6 speed,5.0,350.0,2125.0
sedan,automatic,petrol,honda,honda city,300000,tafeta white,4420.0,1695.0,1480.0,2550.0,5 speed,5.0,506.0,2125.0
suv,manual,diesel,mahindra,mahindra nuvosport,350000,red,3985.0,1850.0,1870.0,2760.0,5 speed,7.0,412.0,2200.0
suv,manual,diesel,maruti,maruti sx4 s cross,400000,granite grey,4300.0,1785.0,1595.0,2600.0,5 speed,5.0,353.0,1750.0
hatchback,manual,petrol,hyundai,hyundai grand i10,325000,sleek silver,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,4000.0
suv,manual,petrol,hyundai,hyundai venue,870000,blue,3995.0,1770.0,1605.0,2500.0,6 speed,5.0,350.0,2750.0
suv,manual,diesel,maruti,maruti sx4 s cross,500000,granite grey,4300.0,1785.0,1595.0,2600.0,5 speed,5.0,353.0,1750.0
hatchback,manual,petrol,maruti,maruti alto k10,200000,superior white,3620.0,1475.0,1460.0,2360.0,5 speed,5.0,353.0,3500.0
hatchback,manual,petrol,maruti,maruti alto,100000,silky silver,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,353.0,3000.0
suv,manual,diesel,tata,tata new safari,150000,artic white,4650.0,1918.0,1925.0,2650.0,5 speed,7.0,465.0,2200.0
hatchback,manual,petrol,tata,tata tiago,320000,silver,3746.0,1647.0,1535.0,2400.0,5 speed,5.0,242.0,3500.0
sedan,manual,diesel,tata,tata indigo,145000,white,3988.0,1620.0,1540.0,2450.0,5 speed,5.0,380.0,2400.0
suv,manual,diesel,maruti,maruti sx4 s cross,475000,white,4300.0,1785.0,1595.0,2600.0,5 speed,5.0,353.0,1750.0
hatchback,manual,petrol,tata,tata tiago,485000,pearlescent white,3746.0,1647.0,1535.0,2400.0,5 speed,5.0,242.0,3500.0
sedan,manual,petrol,hyundai,hyundai verna,760000,grey,4440.0,1729.0,1475.0,2600.0,6 speed,5.0,480.0,4850.0
suv,automatic,petrol,hyundai,hyundai creta,1600000,white,4300.0,1790.0,1635.0,2610.0,7 speed,5.0,480.0,2350.0
suv,manual,diesel,toyota,toyota fortuner,1800000,super white,4705.0,1840.0,1850.0,2750.0,5 speed,7.0,296.0,2400.0
sedan,manual,petrol,tata,tata manza,90000,golden,4413.0,1703.0,1550.0,2520.0,5 speed,5.0,296.0,2400.0
hatchback,manual,petrol,maruti,maruti alto,100000,red,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,296.0,3000.0
sedan,automatic,diesel,hyundai,hyundai verna,790000,white,4440.0,1729.0,1475.0,2600.0,6 speed,5.0,480.0,2250.0
hatchback,manual,diesel,hyundai,hyundai grand i10,200000,white,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,2125.0
hatchback,manual,petrol,renault,renault kwid,230000,electric blue,3679.0,1579.0,1478.0,2422.0,5 speed,5.0,300.0,4250.0
suv,manual,petrol,ford,ford ecosport,720000,diamond white,3998.0,1765.0,1647.0,2519.0,5 speed,5.0,352.0,4500.0
hatchback,manual,petrol,renault,renault kwid,200000,white,3679.0,1579.0,1478.0,2422.0,5 speed,5.0,300.0,4250.0
sedan,manual,petrol,maruti,maruti swift dzire,600000,silky silver,3995.0,1735.0,1515.0,2450.0,5 speed,5.0,378.0,4200.0
sedan,manual,diesel,hyundai,hyundai verna,420000,white,4375.0,1700.0,1475.0,2570.0,6 speed,5.0,465.0,2325.0
hatchback,manual,petrol,honda,honda brio,160000,silver,3610.0,1680.0,1500.0,2345.0,5 speed,5.0,175.0,4500.0
hatchback,manual,diesel,hyundai,hyundai grand i10,300000,stardust,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,2125.0
sedan,manual,petrol,honda,honda amaze,725000,modern steel metallic,3995.0,1695.0,1501.0,2470.0,5 speed,5.0,420.0,4800.0
hatchback,manual,petrol,maruti,maruti alto,85000,blue,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,420.0,3000.0
hatchback,manual,diesel,maruti,maruti swift,500000,red,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,2000.0
hatchback,manual,petrol,hyundai,hyundai i20,170000,red,3940.0,1710.0,1505.0,2525.0,5 speed,5.0,295.0,2000.0
sedan,manual,petrol,tata,tata indigo,80000,white,3988.0,1620.0,1540.0,2450.0,5 speed,5.0,380.0,2700.0
hatchback,manual,petrol,hyundai,hyundai i20,590000,white,3985.0,1734.0,1505.0,2570.0,5 speed,5.0,285.0,4000.0
suv,manual,diesel,ford,ford ecosport,800000,absolute black,3998.0,1765.0,1647.0,2519.0,5 speed,5.0,352.0,2125.0
hatchback,manual,petrol,hyundai,hyundai i20,280000,grey,3940.0,1710.0,1505.0,2525.0,5 speed,5.0,352.0,2125.0
suv,manual,diesel,mahindra,mahindra scorpio,1250000,white,4456.0,1820.0,1995.0,2680.0,6 speed,7.0,460.0,2150.0
suv,manual,diesel,tata,tata new safari,230000,white,4650.0,1918.0,1925.0,2650.0,5 speed,7.0,460.0,2200.0
sedan,manual,diesel,hyundai,hyundai verna,1000000,phantom black,4440.0,1729.0,1475.0,2600.0,6 speed,5.0,460.0,2125.0
hatchback,manual,petrol,hyundai,hyundai eon,180000,pristine blue,3495.0,1550.0,1500.0,2380.0,5 speed,5.0,215.0,4000.0
suv,manual,diesel,mahindra,mahindra xuv500,575000,white,4585.0,1890.0,1785.0,2700.0,6 speed,7.0,720.0,2200.0
hatchback,manual,petrol,hyundai,hyundai i10,110000,grey,3585.0,1595.0,1550.0,2380.0,5 speed,5.0,720.0,4000.0
hatchback,manual,petrol,renault,renault kwid,280000,electric blue,3679.0,1579.0,1478.0,2422.0,5 speed,5.0,300.0,4250.0
hatchback,manual,diesel,ford,ford figo,100000,silver,3795.0,1680.0,1427.0,2489.0,5 speed,5.0,284.0,2000.0
sedan,manual,diesel,honda,honda city,470000,golden brown metallic,4440.0,1695.0,1495.0,2600.0,6 speed,5.0,510.0,1750.0
hatchback,manual,diesel,maruti,maruti baleno,470000,pearl arctic white,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,2000.0
sedan,manual,petrol,hyundai,hyundai aura,575000,polar white,3995.0,1680.0,1520.0,2450.0,5 speed,5.0,339.0,4000.0
suv,manual,petrol,tata,tata nexon,870000,daytona grey,3993.0,1811.0,1606.0,2498.0,6 speed,5.0,350.0,2875.0
suv,manual,diesel,maruti,maruti sx4 s cross,620000,caffeine brown,4300.0,1785.0,1595.0,2600.0,5 speed,5.0,353.0,1750.0
sedan,manual,diesel,honda,honda city,700000,tefeta white,4440.0,1695.0,1495.0,2600.0,6 speed,5.0,510.0,1750.0
hatchback,manual,petrol,hyundai,hyundai santro,420000,titan grey,3610.0,1645.0,1560.0,2400.0,5 speed,5.0,235.0,4500.0
hatchback,manual,petrol,hyundai,hyundai santro xing,125000,white,3565.0,1525.0,1590.0,2380.0,5 speed,5.0,235.0,3000.0
hatchback,manual,petrol,maruti,maruti alto 800,350000,white,3445.0,1515.0,1475.0,2360.0,5 speed,5.0,235.0,3500.0
hatchback,manual,petrol,maruti,maruti baleno,680000,pearl arctic white,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,4200.0
sedan,manual,petrol,maruti,maruti swift dzire,400000,grey,3995.0,1695.0,1555.0,2430.0,5 speed,5.0,320.0,4000.0
muv,manual,diesel,toyota,toyota innova crysta,1600000,silver,4735.0,1830.0,1795.0,2750.0,5 speed,7.0,320.0,2100.0
sedan,manual,diesel,maruti,maruti swift dzire,420000,metallic silky silver,4160.0,1690.0,1530.0,2390.0,5 speed,5.0,464.0,2000.0
sedan,automatic,petrol,honda,honda amaze,853479,grey,3995.0,1695.0,1498.0,2470.0,cvt,5.0,420.0,4800.0
hatchback,manual,petrol,maruti,maruti alto k10,175000,white,3545.0,1515.0,1475.0,2360.0,5 speed,5.0,177.0,3500.0
suv,manual,diesel,ford,ford ecosport,950000,diamond white,3998.0,1765.0,1647.0,2519.0,5 speed,5.0,352.0,2500.0
hatchback,manual,petrol,maruti,maruti baleno,580000,metallic premium silver,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,4200.0
sedan,manual,diesel,mahindra,mahindra verito,270000,diamond white,4277.0,1740.0,1540.0,2630.0,5 speed,5.0,510.0,2000.0
hatchback,manual,diesel,ford,ford figo,400000,moondust silver,3886.0,1695.0,1525.0,2491.0,5 speed,5.0,257.0,2375.0
hatchback,manual,petrol,maruti,maruti ignis,384000,white,3700.0,1690.0,1595.0,2435.0,5 speed,5.0,260.0,4200.0
suv,manual,diesel,tata,tata nexon,675000,orange,3994.0,1811.0,1607.0,2498.0,6 speed,5.0,350.0,2125.0
hatchback,manual,petrol,maruti,maruti baleno,633000,red,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,4200.0
suv,manual,diesel,mahindra,mahindra bolero neo,750000,highway red,3995.0,1795.0,1817.0,2680.0,5 speed,7.0,384.0,2000.0
sedan,manual,petrol,maruti,maruti swift dzire,574000,white,3995.0,1735.0,1515.0,2450.0,5 speed,5.0,378.0,4200.0
suv,manual,diesel,maruti,maruti vitara brezza,658000,black,3995.0,1790.0,1640.0,2500.0,5 speed,5.0,328.0,1750.0
suv,manual,diesel,maruti,maruti vitara brezza,695000,white,3995.0,1790.0,1640.0,2500.0,5 speed,5.0,328.0,1750.0
hatchback,manual,petrol,maruti,maruti alto,115000,silver,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,295.0,3000.0
sedan,manual,petrol,honda,honda amaze,650000,platinum white pearl,3995.0,1695.0,1498.0,2470.0,5 speed,5.0,420.0,4800.0
hatchback,manual,petrol,maruti,maruti wagon r,340000,glistening grey,3599.0,1495.0,1700.0,2400.0,5 speed,5.0,180.0,3500.0
suv,manual,petrol,hyundai,hyundai venue,680000,silver,3995.0,1770.0,1605.0,2500.0,5 speed,5.0,350.0,4000.0
sedan,manual,petrol,honda,honda amaze,378000,golden brown metallic,3990.0,1680.0,1505.0,2405.0,5 speed,5.0,400.0,4500.0
hatchback,manual,petrol,maruti,maruti wagon r,200000,silky silver,3595.0,1475.0,1700.0,2400.0,5 speed,5.0,400.0,3500.0
hatchback,manual,petrol,maruti,maruti baleno,650000,pearl arctic white,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,4200.0
suv,manual,diesel,mahindra,mahindra thar,1400000,napoli black,3985.0,1855.0,1844.0,2450.0,6 speed,4.0,339.0,2200.0
hatchback,manual,petrol,maruti,maruti alto,99000,red,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,339.0,3000.0
suv,automatic,diesel,ford,ford endeavour,2100000,white,4892.0,1860.0,1837.0,2850.0,6 speed,7.0,339.0,2125.0
hatchback,manual,diesel,hyundai,hyundai grand i10,350000,sleek silver,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,2125.0
hatchback,automatic,petrol,maruti,maruti s-presso,400000,white,3565.0,1520.0,1567.0,2380.0,5 speed,5.0,256.0,3500.0
muv,manual,diesel,maruti,maruti ertiga,900000,pearl arctic white,4395.0,1735.0,1690.0,2740.0,6 speed,7.0,209.0,2000.0
hatchback,manual,petrol,tata,tata nano,70000,silver,3099.0,1495.0,1620.0,2230.0,4 speed,4.0,209.0,3000.0
sedan,manual,diesel,hyundai,hyundai verna,1070000,phantom black,4440.0,1729.0,1475.0,2600.0,6 speed,5.0,209.0,2125.0
sedan,manual,petrol,maruti,maruti swift dzire,560000,magma grey,3995.0,1735.0,1515.0,2450.0,5 speed,5.0,378.0,4200.0
sedan,manual,petrol,ford,ford fiesta,130000,silver,4282.0,1686.0,1468.0,2486.0,5 speed,5.0,430.0,4200.0
sedan,manual,diesel,maruti,maruti swift dzire,375000,white,3995.0,1695.0,1555.0,2430.0,5 speed,5.0,320.0,2000.0
hatchback,manual,petrol,maruti,maruti ignis,400000,uptown red,3700.0,1690.0,1595.0,2435.0,5 speed,5.0,260.0,4200.0
suv,manual,diesel,ford,ford ecosport,275000,grey,3999.0,1765.0,1708.0,2520.0,5 speed,5.0,346.0,2375.0
hatchback,manual,petrol,hyundai,hyundai grand i10,497000,white,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,4000.0
hatchback,manual,petrol,maruti,maruti baleno,654000,grey,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,4200.0
hatchback,manual,diesel,hyundai,hyundai i20,200000,white,3940.0,1710.0,1505.0,2525.0,5 speed,5.0,339.0,4200.0
hatchback,manual,petrol,tata,tata nano,60000,white,3099.0,1495.0,1652.0,2230.0,4 speed,4.0,80.0,2250.0
suv,manual,diesel,mahindra,mahindra scorpio,400000,white,4430.0,1817.0,1975.0,2680.0,6 speed,7.0,460.0,2300.0
suv,manual,petrol,hyundai,hyundai venue,830000,titan grey,3995.0,1770.0,1605.0,2500.0,5 speed,5.0,350.0,4000.0
sedan,automatic,petrol,honda,honda city,700000,white,4440.0,1695.0,1495.0,2600.0,5 speed,5.0,510.0,4600.0
hatchback,manual,petrol,maruti,maruti swift,300000,magma grey,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,4200.0
suv,manual,petrol,mahindra,mahindra xuv300,720000,black,3995.0,1821.0,1627.0,2600.0,6 speed,5.0,259.0,2750.0
sedan,manual,petrol,toyota,toyota etios,260942,serene bluish silver,4265.0,1695.0,1510.0,2550.0,5 speed,5.0,595.0,3000.0
suv,manual,diesel,mahindra,mahindra scorpio,1150000,white,4456.0,1820.0,1995.0,2680.0,6 speed,7.0,460.0,2150.0
hatchback,automatic,petrol,maruti,maruti swift,475000,pearl arctic white,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,4200.0
muv,automatic,diesel,toyota,toyota innova crysta,1270000,red,4735.0,1830.0,1795.0,2750.0,6 speed,7.0,268.0,2300.0
hatchback,manual,diesel,maruti,maruti swift,580000,white,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,204.0,2000.0
hatchback,manual,petrol,renault,renault kwid,225000,moonlight silver,3679.0,1579.0,1478.0,2422.0,5 speed,5.0,300.0,4386.0
hatchback,manual,petrol,maruti,maruti baleno,690000,grey,3995.0,1745.0,1510.0,2520.0,5 speed,5.0,339.0,4200.0
suv,manual,diesel,mahindra,mahindra thar,1350000,napoli black,3985.0,1855.0,1855.0,2450.0,6 speed,4.0,339.0,2200.0
sedan,manual,diesel,maruti,maruti swift dzire,400000,silky silver,3995.0,1695.0,1555.0,2430.0,5 speed,5.0,320.0,2000.0
sedan,manual,diesel,maruti,maruti ciaz,900000,silver,4490.0,1730.0,1485.0,2650.0,5 speed,5.0,510.0,2000.0
suv,manual,diesel,mahindra,mahindra xuv500,580000,white,4585.0,1890.0,1785.0,2700.0,6 speed,7.0,510.0,2200.0
hatchback,manual,petrol,maruti,maruti ignis,400000,blue,3700.0,1690.0,1595.0,2435.0,5 speed,5.0,260.0,4200.0
hatchback,manual,petrol,honda,honda jazz,446041,urban titanium metallic,3955.0,1694.0,1544.0,2530.0,5 speed,5.0,354.0,4800.0
muv,manual,diesel,toyota,toyota innova,170000,silver,4580.0,1770.0,1755.0,2750.0,5 speed,7.0,354.0,2400.0
sedan,manual,diesel,honda,honda amaze,400000,white,3990.0,1680.0,1505.0,2405.0,5 speed,5.0,400.0,1750.0
hatchback,manual,petrol,maruti,maruti celerio,285000,white,3715.0,1635.0,1565.0,2425.0,5 speed,5.0,235.0,3500.0
suv,manual,petrol,maruti,maruti vitara brezza,875000,granite grey,3995.0,1790.0,1640.0,2500.0,5 speed,5.0,328.0,4400.0
muv,manual,diesel,renault,renault lodgy,500000,silver,4498.0,1751.0,1697.0,2810.0,6 speed,7.0,207.0,1750.0
hatchback,manual,petrol,maruti,maruti swift,500000,magma grey,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,4200.0
hatchback,manual,petrol,hyundai,hyundai grand i10,418000,blue,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,4000.0
suv,manual,diesel,mahindra,mahindra tuv 300,756000,red,3995.0,1835.0,1826.0,2680.0,5 speed,7.0,384.0,2200.0
hatchback,automatic,petrol,maruti,maruti baleno,650000,granite grey,3995.0,1745.0,1510.0,2520.0,cvt,5.0,339.0,4000.0
sedan,manual,petrol,tata,tata tigor,391006,white,3992.0,1677.0,1537.0,2450.0,5 speed,5.0,419.0,3500.0
hatchback,manual,diesel,hyundai,hyundai grand i10,400000,grey,3765.0,1660.0,1520.0,2425.0,5 speed,5.0,256.0,2125.0
suv,manual,diesel,mahindra,mahindra xuv500,500000,white,4585.0,1890.0,1785.0,2700.0,6 speed,7.0,256.0,2200.0
suv,manual,diesel,mahindra,mahindra xuv500,720000,white,4585.0,1890.0,1785.0,2700.0,6 speed,7.0,720.0,2200.0
muv,manual,diesel,toyota,toyota innova,295000,white,4580.0,1770.0,1755.0,2750.0,5 speed,7.0,720.0,2400.0
hatchback,manual,petrol,hyundai,hyundai i20,492000,white,3985.0,1734.0,1505.0,2570.0,5 speed,5.0,295.0,4000.0
sedan,manual,petrol,maruti,maruti swift dzire,698000,golden,3995.0,1735.0,1515.0,2450.0,5 speed,5.0,378.0,4400.0
hatchback,manual,diesel,maruti,maruti swift,661000,white,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,2000.0
hatchback,manual,petrol,maruti,maruti swift,415000,silver,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,4200.0
hatchback,manual,petrol,maruti,maruti wagon r,454000,white,3655.0,1620.0,1675.0,2435.0,5 speed,5.0,341.0,3500.0
hatchback,manual,petrol,hyundai,hyundai eon,303000,white,3495.0,1550.0,1500.0,2380.0,5 speed,5.0,215.0,4000.0
hatchback,manual,petrol,maruti,maruti alto 800,426000,white,3445.0,1515.0,1475.0,2360.0,5 speed,5.0,215.0,3500.0
sedan,manual,diesel,honda,honda amaze,295000,brown,3990.0,1680.0,1505.0,2405.0,5 speed,5.0,400.0,1750.0
hatchback,manual,diesel,maruti,maruti swift,500000,pearl arctic white,3840.0,1735.0,1530.0,2450.0,5 speed,5.0,268.0,2000.0
suv,manual,diesel,ford,ford ecosport,1050000,absolute black,3998.0,1765.0,1647.0,2519.0,5 speed,5.0,352.0,2125.0
sedan,manual,petrol,maruti,maruti ciaz,750000,white,4490.0,1730.0,1485.0,2650.0,5 speed,5.0,510.0,4400.0
suv,manual,diesel,mahindra,mahindra bolero power plus,650000,diamond white,3995.0,1745.0,1880.0,2680.0,5 speed,7.0,690.0,1800.0
suv,manual,diesel,mahindra,mahindra scorpio,350000,white,4430.0,1817.0,1975.0,2680.0,6 speed,8.0,460.0,2300.0
sedan,manual,diesel,toyota,toyota etios,350000,grey,4265.0,1695.0,1510.0,2550.0,5 speed,5.0,595.0,2100.0
suv,manual,petrol,tata,tata nexon,780000,green,3994.0,1811.0,1607.0,2498.0,6 speed,5.0,350.0,2875.0
sedan,manual,diesel,tata,tata indigo,200000,porcelain white,3988.0,1620.0,1540.0,2450.0,5 speed,5.0,380.0,2400.0
hatchback,manual,petrol,maruti,maruti alto,90000,silky silver,3495.0,1475.0,1460.0,2360.0,5 speed,5.0,380.0,3000.0
muv,automatic,diesel,toyota,toyota innova crysta,1600000,white pearl crystal shine,4735.0,1830.0,1795.0,2750.0,6 speed,7.0,380.0,2300.0
